cat_id,title,create_time,like_count,dislike_count
1,巴士根本就係廢老傳播病菌既地方,1550811921,11,1
1,其實啲狗巴司機係搭咩車返工？,1550504951,6,2
1,小弟今日生日 想乞句生日快樂,1550774063,1,1
1,離奇插頭🔌邊度買,1550815037,0,10
1,[突發]老豆欠債有大耳窿上緊我屋企追,1550814360,2,2
1,召喚痴線西(35),1550313443,62,4
1,外國生活3年 你問我答,1550817599,0,1
1,靜嘅人係咪無乜吸引力？,1550796870,6,0
1,小巴公司係咪可以chok交通津貼,1550812729,5,0
1,［突發］搭地鐵見到Deep V,1550811952,12,1
1,入境處淫亂狗男女對話流出 (2),1549972281,0,8
1,蝗緊握扶手,1550817179,4,0
1,陳凱琳真係越嚟越醜,1550785372,13,11
1,BIM的新絕境,1549641608,3,0
1,咩叫，早起的蟲子有鳥吃？,1550814585,0,2
1,突發 我即將成為蚊俠,1549353324,2,20
1,我女朋友中意我碌尻多過我,1550695136,3497,70
1,隔離登咩事,1550813919,0,2
1,一人分享一個想比佢屌爆既小鮮肉,1550814628,2,2
1,"九年之期就到""屌admin屎忽""快d入黎叫聲契爺（2）",1534328472,173,6
1,愈來愈多明星玩YouTube...,1550814673,0,0
1,（冇圖）大家有冇咩體毛係需要定期修剪,1550814849,0,1
1,「走佬去台灣」！睇到篇文以為又吹奏台灣 點知愈睇愈心酸,1550804472,3,4
1,貸款/財務問題 你問我答 （2）,1548144210,2,3
1,究竟d mk收皮未,1550337693,16,2
1,冬天係咪完左,1550812966,1,0
1,《流浪地球》一套13億人打飛機先有嘅40億票房,1550804043,0,0
1,覺得要原諒丁可欣個班人真係有病,1550757748,59,1
1,丁可欣(火雞姐)終於浮出水面,1550728749,34,8
1,全職內地做淘寶店 你問我答,1548657386,10,89
1,警告：提防黑店健身中心LEGEND FIGHT AND FITNESS,1533109538,18,162
1,有無兄弟係觀塘見到達哥拖住條女周圍走,1550746510,2,38
1,筍工介紹,1550810524,0,0
1,【有片！】呢條友好癲！！！！,1550799488,8,1
1,曹操不怕關雲長，赤壁一野打埋黎！,1550810685,0,2
1,[科大]懷疑有NDS喺台灣soc既攤位貼五星旗挑機,1550803571,2,1
1,求ig  plzzzzzz “有圖”,1550556122,1,21
1,南丫島有無一樓一？,1549110572,0,2
1,【火雞姐終現身】仲未賠錢畀被欺凌同學？ 丁可欣：總之有聯絡過,1550759130,0,11
1,一句講晒，飛馳人生、流浪地球、瘋狂的外星人真係屌打晒香港賀歲片,1549694938,21,24
1,謝霆鋒條撚樣係咪唔識字,1550043250,33,1240
1,我地中國文化🇨🇳真係好精彩😘😘😘,1550735712,6,37
1,想學佛，有咩方法？,1550678691,1,2
1,「月經」其實我好想補救,1550809558,0,0
1,麻煩大家入一入黎比個正評👎,1550797844,1,35
1,教 局 副 局 長 蔡 若 蓮 兒 子 墮 樓 亡 (8),1548304249,132,3
1,點先可以專心做功課....,1550776269,0,0
1,一張用紙做嘅籃球咭值港幣二佰七十三萬元,1550804846,5,6
1,smartone大爆炸？,1550808752,0,0
1,（突發）彩豐行有金執,1550805182,0,0
1,點解香港近年階級觀念愈來愈嚴重,1550805402,5,0
1,[早霸王] 你知道唔知道有人掛住你？ (14),1550202365,68,2
1,放全新Bruno 多功能電熱鍋（經典米白色）,1550544383,0,13
1,今日撘地鐵見到兩個架妹,1550671776,7,813
1,Honne 放飛飛飛飛,1550763103,1,0
1,戀與製作人個廣告真係煩撚過閪 ！,1550545915,26,2
1,大家識邊位真人KOL/youtuber ?,1550768429,0,31
1,m 記依家真係痴咗線,1550777576,1,1
1,竇靖童無懼崩牙大方曬相：I look cute,1550806793,0,0
1,水瓶座巴絲同我入黎 （12）,1547691579,0,2
1,識少少解夢，你入嚟我就盡量幫你解（2),1550483788,11,0
1,元朗天水圍巴絲打幫幫忙🙏🏽😭,1550768320,4,1
1,一人講一個比喻,1550769808,2,2
1,點睇巨作 - 流浪地球 係香港冇上映,1550805500,3,3
1,The believers believe in belief???,1550800488,0,1
1,點睇d人成日post自己跑咗幾多km？,1550805281,0,0
1,[突發］臭雞姐上水做乜撚嘢,1550729055,21,0
1,連登d人真係好易撚,1550803023,4,0
1,(London)有冇倫敦巴打絲打,1536860660,6,3
1,請進：好後悔,1550801666,3,8
1,飛機上啲杯裝水有冇得賣？,1550210486,1,1
1,拍過幾次拖，仲係處。 你問我答,1550764268,2,6
1,曹小姐 呃人最少廿十萬玩失蹤,1549200183,225,21
1,如果我喺連登收到1個正評=收到1蚊,1550726171,7,251
1,一人一句聽過好賤格但又好中point 嘅說話,1550799443,2,6
1,如果中環發生地震，香港經濟會否直插70%,1550463139,0,0
1,有無人知道十連狗公tommy 仔最近點？,1550569852,3,1
1,一起進入Kakao Friends 的世界,1550802071,1,1
1,呼籲大家唔好再搭國泰e間垃圾航空公司,1550573556,22,170
1,有冇巴絲有睇Youtuber ERB,1550669575,3,0
1,m記驚現on9仔 （8）,1544338364,118,7
1,依家仲有冇人睇報紙,1550800836,0,0
1,(出入平安)北倫敦旅行團,1549421410,2,1
1,咁對隻貓真係好？ig網紅似虐貓？,1549386417,13,572
1,其實環保人士扑野帶唔帶套?,1550795846,35,0
1,跳舞新手，想學跳舞入,1550798525,0,1
1,"[時光倒流] 如果可以穿越返去1996年, 各位會唔會放棄目前嘅一切?",1550757136,11,2
1,有無絲打想一齊學跳舞,1548681288,1,2
1,有冇跳舞新手想一齊學跳舞,1548919064,1,0
1,發現情人節通常係女仔嗰方先會po相放閃,1550364104,3,6
1,"尋找一隻啡色貴婦狗，重酬, $10,000.00",1550761017,7,1
1,拋妻棄子食Fan屎 - 李文晉(小性奴)街招再現 暨 大波妹開FB (23),1539075958,137,12
1,講下你身邊嫁唔出既中女有幾痴線,1550792380,2,1
1,無知一問，乜巴士要揮手先會停？（2）推到道歉為止,1524097752,112,28
1,(有圖) 旺角騙財健身狗大起底！！！,1542970344,845,10
1,工聯會有咩興趣班好玩,1547518928,4,12
1,(冇圖) 欣宜真係好撚正 唔準你地再笑欣宜！,1550768963,11,19
1,有無人係倫敦讀,1550787873,1,3
1,［有圖求ig] 今日都市日報副刊,1550722386,3,2
1,有冇人好憎TB,1550552608,34,2
1,比人呃錢 打算報警,1550775201,0,2
1,有冇真真正正Test過自己IQ有幾高？,1550770630,1,3
1,其實母幹父幹真係唔緊要,1550777787,0,14
1,韓國讀緊書，你問我答,1550498139,2,12
1,諗返自己呢世人，除左心痛，冇其他感受,1550773815,4,0
1,問得我同你阿媽跌咗落水你會救邊個呢條問題嘅女人一定唔會係真心鍾意你,1550775552,2,0
1,[重開多圖]小性奴件大波妹真係好柒正....,1531034183,1072,184
1,心攰 個人好灰,1550772991,0,0
1,一人一個自己值得被人欣賞既優點,1550772421,0,0
1,究竟有啲人咩先會比叫做運動員,1550774519,0,1
1,想知呢個人真有錢定假膠,1550765548,1,3
1,好鍾意靚手指[bomb],1550762523,12,3
1,longd請入,1550766464,0,0
1,出黎做野之後，大學學過既野已忘記得7788,1550763950,2,0
1,有圖，公大女學生課堂上公然訓覺,1548327745,1,76
1,有冇試過壓力大到連飛機都唔想打，靚女都唔想望？,1550658480,6,0
1,有無人屋企用緊儲水式電熱水爐,1550771889,0,0
1,頭先搭小巴跌左野位陳生,1550758013,6,0
1,着制服買煙 其實真係唔係幾好,1550555222,5,2
1,香港條路點走,1550718056,12,1
1,去旅行時落酒吧聽到隊band唱廣東歌真係好感動,1550766514,19,4
1,對世界上大部份野都無興趣,1550766561,2,0
1,男人揀車同揀女人其實把尺都係一樣,1550755836,13,0
1,人大左，身邊人就逐漸放棄自己,1550767736,2,3
1,有冇人係識到一啲比較理性嘅女性,1550751158,0,3
1,松松姐姐，成48歲，仲扮少女,1550769893,2,2
1,呢條淫亂賓妹係咪痴咗線，洗哂自己ig post,1550397941,2,2
1,佛牌討論（正）2,1541494137,11,22
1,屌你老母CSL,1546763975,2,0
1,[無圖純討論] 請問呢種女係咪好難征服？,1550398266,6,30
1,隱性機，算唔算gay?,1550662042,3,2
1,阿嬌，猜一個四字生物學名詞,1550754122,0,1
1,太大波成日俾男人望好尷尬,1550766075,2,14
1,浸大好波！出埋啲厄錢狗,1550763027,23,2
1,有冇人搭地鐵好鍾意視姦d身材好既女女？,1550587254,904,184
1,如果係IG 賣空姐內衣，絲襪，你覺得D人會比幾錢買?,1550749927,2,32
1,今日無意中行左善,1550456400,2,1
1,Stranger things 真係悶撚到,1550767372,2,1
1,上到大學 咩都唔想做,1550765881,13,0
1,［眾籌］我家主子生病了 奴才賣藝賺藥費 help~🙏🏻,1550762798,4,4
1,其實係咪真係有男仔唔介意自己女朋友平胸,1550759049,36,3
1,[1Q題] D人想高既話會食乜野?,1550401285,0,2
1,"note9,有得update",1550763494,0,0
1,【女野人】痴鳩線，呢條女手瓜粗過你大脾，大脾粗過你條腰！,1550738945,17,104
1,有無人知香港邊度有得食french hotdog？,1550760909,0,0
1,有冇巴絲四月去東京讀書？ 本人四月去 想r fd多個照應,1550340137,0,0
1,有無人記得當年話自己塊閪當8達通用既女,1550764711,0,0
1,朋友遇到free Rider 點算好,1550764379,0,0
1,21歲，一事無成。女廢青。,1550672496,29,298
1,點樣改變乏味既生活,1550760476,1,0
1,突發！！pink lin青筋波人妻！,1550762668,0,15
1,有冇人覺得林曉峰（林狗細佬）好廢,1550760798,10,1
1,睇見班明星搞youtube真係慘,1550761173,8,1
1,依家係澳門，得20蚊係手，點樣可以贏到2500幾萬？,1550761611,2,0
1,<請教連登仔> 試舉一個女仔公認：1）靚女 2）唔係雞,1550760539,1,0
1,認真Post，希望係🤢🤢,1550761922,1,2
1,（有圖） 大lin頭 青筋波 有奶汁,1550761110,20,6
1,［改名比賽］丁可欣2021年放監求改名建議,1550222125,8,0
1,［封殺丁可欣(火雞姐)行動］,1550181079,52,3
1,丁可欣上水扮無事！Instagram打卡慶祝電影活動,1550753263,4,0
1,火雞姐（丁可欣）欺凌片段,1550391766,8,1
1,我住公屋你問我答,1550757319,1,1
1,今年特別迷惘,1550761378,1,1
1,有冇人有玩生果報果個動腦Q，逄週一到週五晚十點半話答5題分十萬果個,1550624338,0,0
1,Jennie,1550760959,0,1
1,有冇知呢隻植物咩品種,1550759659,0,0
1,方東昇:生活就係生出黎，活下去,1550760853,3,0
1,冬天係咪完左啦☹️,1550760147,0,2
1,[殺狗會] 我們的賭博日記二週年（830）,1546340579,20,4
1,其實你做得臭雞或雞蟲就預咗,1550759982,0,0
1,求實習機會,1550760116,0,0
1,知道左個朋友既連登acc 發現佢成日po尻野 點算好,1550758146,7,0
1,全港最抵搭嘅交通工具係唔係天星小輪,1550759350,0,0
1,呢條裙真係癡撚線,1550748227,6,1
1,平放$780 二連位 Supper Moment 澳門站 演唱會 2月23號,1550755624,0,2
1,Elon Mask(TESLA) 送 5000個 Bitcoin,1550758351,0,2
1,有無呢條女嘅link,1550463284,6,2
1,會然九劫劍主到底有幾得閒,1550745314,0,5
1,(長文慎入)其實生活係為左啲咩？,1550738184,5,1
1,[一人N個] 自爆你地小學中學鍾意過既男仔女仔,1550756107,6,2
1,最近有個雞精廣告，出現咁嘅畫面,1550757400,4,0
1,你地點解要話公屋仔,1550757141,0,0
1,我住公屋 帶Rolex deepsea算叻？,1550749725,0,13
1,點查閱個人股份持有記錄,1550751544,0,1
1,唔准手動呼吸,1550746420,0,4
1,地鐵站ula遮好唔好用？,1550754433,0,0
1,有冇人claim咗公司一月份車費？,1550756737,0,0
1,尋人啟事: 只供內用係邊到啊,1550756727,0,0
1,即刻同我坐直呀,1550731262,0,1
1,咁心急做乜？,1550748954,1,0
1,跪求單車JJ幫下妹妹,1550748867,2,8
1,點幫依個女仔好,1550746266,8,0
1,［一日N個］去生日會見過最撚離譜既禮物,1550756173,0,0
1,點解香港嘅教育工作者咁廢,1550753105,5,0
1,搭車玩手機都要比人問候伯母？,1550755492,0,22
1,作為一個環保人士我有啲建議分享俾各位,1550753128,0,1
1,其實你根本無任何選擇權,1550589340,8,1
1,[TG] 香港自由工作谷 谷友招集，入黎搵返你既Work Life Balance,1550753988,0,0
1,啊！！！！！！！！,1550753543,0,1
1,真心越來越唔中意出街,1550662774,27,1
1,其實做人仲有咩意思？,1550750067,3,3
1,我係保險狗呀!!!入黎你問我答,1549445226,3,27
1,[年經] 一人一個支那人最無品行為,1550711785,15,0
1,屌你老母 左行右企呀,1550746394,6,8
1,有無人同我一樣信基督教但唔想返教會,1550253655,60,15
1,大灣區出世第一個B，姓習，叫咩名好,1550749207,0,0
1,消防能傾2019,1550269607,1,6
1,（法律撚入）如何避免被屈強姦,1550660769,0,2
1,IVE咩科HD升學出路好D？,1550372892,0,5
1,召喚連登昆蟲專家 [有圖],1550727402,1,4
1,見到揹背囊嘅人嗰兩條背帶左右長度唔平衡就好想提佢,1550750225,0,0
1,「認真post」如果突然對以前有興趣既野冇哂興趣。。。,1550673367,4,0
1,呢啲係咩蟲 有圖,1550740553,4,0
1,有橙先 定有橙色先,1550749595,0,2
1,今日搭地鐵坐對面個兩條港女話坐對面個男仔好樣衰,1550747939,9,1
1,「連登有愛」跌咗銀包（有圖）,1538262445,10,67
1,"Google, Youtube 最近成日出殘體字 痴乜野線",1550740119,4,0
1,(流出裸胸J圖 被羊腸屌到喊) 如果deer同你結婚 你每日點過?,1550495904,11,66
1,阿哥爭財仔錢之後走咗佬,1550742273,1,2
1,信唔信有啲野係整定,1550734030,6,3
1,超蓮bb點解變到咁？,1550741930,1,2
1,有狗公約我去時鐘點撚鳩佢？,1550492400,219,411
1,［民調］大陸消費係咪戇尻？,1550728240,41,8
1,戒j日記 目標係1個月 失敗既就捐2000岀去,1550685698,2,1
1,有冇人都有睇Lucifer,1550741269,1,1
1,有冇係tinder俾一個叫adam既人呃左,1550597055,20,808
1,政府出車資補貼，巴士地鐵就靜雞雞加價,1550707093,2,2
1,[圍爐]愛護Partners協會,1548739963,3,4
1,消防面試 消防能傾 交流,1549022806,0,3
1,有無巴 已經無力再打開房門,1550743990,0,0
1,游b的腳趾好可愛，游b好清純,1550653547,8,2
1,兇澤真係好鬼.........,1550744022,0,0
1,原來今日係國際母語日,1550744277,0,2
1,每日番工只係對住d阿叔阿姨,1550673163,2,0
1,有冇IT高手 教我如何大6用到one drive?🙏,1550736629,0,4
1,地鐵奇遇,1550736825,0,2
1,唔該，我想del呢個po，點做？,1550740846,0,0
1,免費塔羅，想嘅就㩒入泥,1550739565,0,6
1,"大家評下理, 乜同朋友去旅行都算出軌咩",1550733335,3,28
1,有冇人隻眼怕陽光,1550741072,1,3
1,"當有女仔fd話佢個fd靚, 通常都......",1550694909,7,3
1,南龍grad e,1550740841,0,0
1,打緊官司，你問我答,1550740288,0,1
1,係香港社會有家底係咪真係好行好多？,1550679091,21,9
1,想問下烏大龜係咪三登共享嘅玩具,1550683051,11,1
1,Carousell都有J圖,1550494139,23,3
1,豬icon真係好撚正,1550737993,5,0
1,連登仔個個上車不是夢！,1550735950,0,1
1,今日開始戒丁,1550534740,1,4
1,有冇睇過學生妹著住校服係火車幫條囝含撚？,1550688422,2,14
1,要點先知一個人葬左係香港邊一個墓地,1550731654,2,2
1,點解咁多裝修判頭都咁唔老實？,1550729920,4,0
1,放假一日開住TVB就聽到無限循環菊梓喬,1550735060,0,1
1,"中學時期係校草,你問我答！",1550725079,0,6
1,唔撚明 點解係香港生活既 單非/雙非中學生係講蝗話,1550731257,0,0
1,飲緊水 你問我答,1550725209,0,3
1,香港有咩罵人嘅形容詞？,1550721209,1,2
1,"籃球友,NBA友,波衫友入黎",1550727612,0,0
1,人生失敗者，廢柴集中營,1550727214,2,1
1,一人一個朋友做過最on9既野,1550733825,1,0
1,點解男人咁撚雙重標準,1550733094,0,7
1,麥記，M記，麥當勞,1550716499,0,13
1,求救，我朋友被人呃上旺角fitness express簽contract,1550646778,5,19
1,老母成日睇我月結單，點搞,1550731762,0,0
1,我地香港人🇭🇰🇨🇳永遠都係中國人🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳,1550730050,4,23
1,（有圖）天氣開始濕熱，好多女同事著黑絲,1550727344,5,20
1,環保撚入-鐵牛堂飲,1550725101,1,0
1,UMH牙科診所陷阱,1550731280,1,0
1,[PS4/XBOX] Kingdom Hearts 王國之心 3 討論區 (2),1550717373,1,0
1,到底連登係咪紅底？,1550731145,0,0
1,青衣ive仔極限窮撚,1550689826,0,0
1,一人一個高汁Youtuber,1550078577,472,46
1,兩三千萬身家唔係當自己好有錢唔洗做呀？,1550727886,0,0
1,我地中國人🇨🇳🇨🇳🇨🇳🇨🇳最吸引外國人的十種文化,1550729722,1,12
1,【突發】Body Check,1550729866,0,0
1,澳門通宵去賭場問題,1550728843,0,0
1,有無人覺得HSBC嗰app真係好垃圾,1550725176,1,7
1,香港要有幾錢先可以叫做有d尊嚴？,1550485740,0,4
1,比人拉左 刑事恐嚇 收左電話 比左口供 (2),1550104898,51,4
1,每次見到啲WhatsApp人名好有正能量，就覺得佢一定係做傳銷,1550727742,2,0
1,用啲鬼死咁長嘅銀包係咩心態,1550723430,0,4
1,過唔到試用期 蘇州男子一怒之下持菜刀辦公室斬死上司,1550725399,1,0
1,其實月入低過20k嘅，每個月賭幾多先正常,1550726768,0,4
1,各位點睇 史萊姆 減肥？,1550716995,0,59
1,發現連登仔又開始禽拼天氣了,1550727042,0,0
1,濕凍唔難頂 濕熱先世第一,1550726947,0,0
1,有冇巴打覺得遵理日校教唔到野,1550723921,1,0
1,一人一個滅蚊方法,1550593929,6,3
1,[聽過未]手要聽禾命令  嘴要跟禾談情,1550726357,1,1
1,[有片] 台灣妹Ruby眼鏡OL摟X超短裙黑絲 示範健身操 真係好X淫爆!,1550412901,20,10
1,點解成日聽人講普巴逼走摩,1550724632,0,1
1,啊宏炒麵係咩黎？,1550725645,0,0
1,[突發] 紅衣外星人岀現香港！,1550724901,2,5
1,同人捉棋，大概不會一鋪定輸贏吧🤣,1550725339,0,0
1,4px集運係咪垃圾,1550631180,5,0
1,究竟點先知道另一半有冇偷食？,1550674102,0,0
1,唔明點解啲人講電話係都要開閃光燈,1550722013,1,0
1,有冇人試過保險掛牌有手尾跟？,1550721505,0,0
1,頭頭發現原來我男朋友成日開tl post狙擊tl...,1550714548,0,0
1,今日同男朋友講tl（韓子亮）出左新歌 baby wanna let you know...,1550714755,8,2
1,［香港人］都係想遮埋你唔想你淋雨啫,1550452589,6247,126
1,好悶呀,1550225980,2,0
1,samsung摺機 收皮吧啦,1550718026,3,4
1,（戰勝洋腸）老蘭變擂台 本地男打贏3外籍男,1550718864,5,0
1,一年前，校長條八婆踢左我出校,1550676801,2,12
1,箍牙,1548154720,1,0
1,重要消息 請新界東居民入一入黎,1550717672,0,0
1,有仔向我女友表白,1550716058,0,1
1,[Gay]一人一個你最順眼同最睇唔順眼嘅Gay佬紅人（43）,1550583883,2,2
1,單眼皮定雙眼皮,1550713243,4,1
1,有個娛樂公關話要幫手去唔去好,1550672154,3,11
1,呢條肥仔介紹日本又幾過癮,1550714465,0,5
1,九龍塘7點逼是常識吧？？？？？麻煩小姐你搭的士,1550661744,18,1
1,朝早起身扯旗點算？,1548380971,2,1
1,澳門真係乜都抄,1550597352,25,2
1,用Cambly 學英文,1550713176,0,0
1,"[燦神十二週年]  我係燦神 , 你問我答",1549435981,46,1
1,垃圾男 打女友 爭大耳窿 娶大陸女人,1550633823,2,2
1,最啱香港人嘅衣着款式就是....,1550702224,3,12
1,(肥婆慎入)沒人想看肥胖的女人！,1550688702,9,2
1,有冇巴打想傾下女？入黎同我吹下水,1550681738,1,0
1,覺唔覺通常靚仔把聲都特別好聽？,1550644184,0,1
1,自閉童疑被老翁在地鐵上打 個女人原來係死老千黎 博上鏡係為呃人錢(３) 學錢弱能兒童「家長會」係隻癲雞搞架!!,1534796679,176,6
1,講呢D 的車禍片,1550705461,0,0
1,🌕🌕🌕🌕🌕🌕🌕🌕 🌕🌕🌕🌕🌘🌑🌒🌕 🌕🌕🌕🌘🌑🌑🌑🌓 🌕🌕🌖🌑👁🌑👁🌓 🌕🌕🌗🌑🌑👅🌑🌔 🌕🌕🌘🌑🌑,1550672785,72,6
1,琴晚瞓覺發咗春夢,1550707054,0,0
1,點解咁自豪做呢啲嘢？,1550670188,0,1
1,如果你有二十萬你會攞去做咩？,1550649262,0,0
1,連登仔早晨,1550700528,1,2
1,我地香港人🇭🇰🇨🇳系人地外國人眼中都係中國人🇨🇳,1550669206,6,47
1,一人幾件執屋個時點都唔捨得掉既無謂野,1550699595,0,0
1,90後 小學既零食,1550646930,3,0
1,你好,1550692961,0,0
1,(打機撚) 有冇巴絲打機打到上癮,1550686099,0,0
1,一人一句屌醒落雨喺有瓦遮頭擔遮嘅柒頭,1550641386,2,1
1,明明聽日要返工 但仲未想訓,1550691782,0,0
1,意粉系粉定麵,1550682692,0,5
1,有個人識咗好多年 但其實我唔識佢 你問我答,1550690843,2,0
1,如果有美國護照 你係咪真係捨得離開香港去美國生活,1549729067,107,9
1,大家覺唔覺依家出邊好大霧？,1550687287,5,0
1,TVB真係冇得救 皆大歡喜都轉到兩點先做,1550686217,2,3
1,邊個咁得閒，配廣東話火影,1550685402,0,1
1,係外地用香港信用卡係香港網買野 當唔當海外簽賬？,1550675637,0,9
1,"記得90年代果陣,日本係有錢人去既地方",1550681876,0,0
1,美國簽證收passport 係咪即係成功？,1550638483,3,3
1,其實d肥婆搭車係咪應該要嘟2下八達通,1550682971,10,2
1,連登啲po開完無得Del?,1550682558,1,5
1,從不喜歡孤單一個！,1550684607,2,0
1,有冇巴絲想學跳舞,1549208791,0,2
1,大媽又打差人，垃圾新移民,1550682569,3,0
1,有冇人好enjoy自己一個？,1550684114,10,1
1,一人一個好名,1548131546,0,2
1,LOL既英雄語音??,1550650806,0,9
1,有時望下自己,1550662752,7,0
1,[有圖慎入] 仆街啦,1550629851,0,0
1,一人一個俾老竇老母打嘅騎呢原因,1550683155,1,3
1,vieny bb教你夾波仔！！,1550680729,8,2
1,沖涼嗰陣會唔會熄水,1550679778,24,49
1,一人一間最鐘意J既學校,1550658505,3,0
1,伍公子真係好串,1550679938,10,1
1,死狗公中出直飛仲話a0(3)有勁料爆,1550418945,23,30
1,係天水圍西鐵或輕鐵站跌左個卡片套,1550668084,0,7
1,點解女人可以用對腳吸引男人，男人對腳又吸唔到女人？,1550655065,4,0
1,老老實實OpenRice唔出廣告係咪會死？,1550664416,0,0
1,Coffee之看圖說故事,1550677482,1,1
1,我只係想大家開心,1550678033,0,0
1,點解咁撚肥，點解咁撚肥，你食嘢亂咁嚟。,1550666485,7,1
1,做左三十年人，暫時都未識過一個阿聰係唔戇鳩,1550673091,5,0
1,香港人係咪而家連少少禮貌都唔識,1550664332,0,4
1,香港啲女人可唔可以唔好咁有自信,1550646417,65,3
1,一個官人七個妻 我有七個妻,1550491944,1,0
1,一人一個同警察最柒嘅對話,1550675429,25,2
1,唔好再吹奏，月供股票,1550675324,0,0
1,一人一個播咗好多年嘅經典廣告,1550674468,2,0
1,介紹番小妹條新仔...（多圖）,1550629136,0,43
1,頂唔順空虛...,1550672286,0,0
1,chill中文點解,1550675839,0,0
1,為左支持偉大既中國 我作左句口號,1550636966,6,1
1,依家d學生妹好清楚自己有咩本錢（有圖）,1549965560,527,23
1,招人合租,1546956516,0,5
1,大家邊度鄉下？,1550673362,2,0
1,其實有冇人諗過中港婚姻嘅問題不在廢老,1550673464,2,5
1,[有圖] 今日係朋友WhatsApp Group收到呢幅圖...,1550668134,3,3
1,入一入黎,1550672669,2,0
1,[打手] 做左跑Online GM 2年，腦細叫我開Post，你問我答 (3),1547699199,10,76
1,HANA 菊梓喬 - 心有不甘 (劇集 “皓鑭傳” 主題曲),1550672858,0,2
1,賽馬分析apps,1548228162,0,0
1,空虛程度,1550672760,0,0
1,香港醫療真係爆煲了,1550664341,3,0
1,生活係香港，咩令你最驚，最擔憂？,1550670828,0,0
1,黃心穎快D去食馬木明條老蕉啦，邊個係大熱，仲駛噶，梗係大口萱啦，鲍婆都有機會嘅，不過....﻿,1550671192,3,2
1,九巴：關愛座有需要就可以坐,1550671197,5,0
1,去咗外國讀書/做嘢之後，最掛住香港啲咩嘢食,1550672004,0,0
1,劣客驅逐良客,1550671767,1,0
1,vien個衰妹,1550656181,20,2
1,有咩故或者事件你係睇到好心寒而非恐怖？,1550671201,1,0
1,(多圖)好想好想同呢條囡囡做愛,1550666680,2,15
1,大灣整多兩輪 大灣整多兩輪 唔怕....滯,1550671060,2,0
1,中學沒同過女仔一齊去自修室是否一大遺憾,1550657687,0,1
